id,happiness
8001,3.7540345767637477
8002,2.978858023286479
8003,3.4464375353304053
8004,4.313078994971462
8005,3.4632150726258186
8006,3.954432007180902
8007,3.9092570122555514
8008,4.440790024568273
8009,4.078469664376368
8010,2.701766651928984
8011,3.3230833540517963
8012,3.757509813603981
8013,4.346226130738682
8014,3.786425681925242
8015,3.7369247208000598
8016,4.2250559538343895
8017,3.656054393829238
8018,4.310462931943992
8019,4.060557544963784
8020,3.918701987504086
8021,4.166662560977459
8022,3.859174382115822
8023,4.148001720281307
8024,4.056494305586917
8025,3.2151506298318093
8026,4.046201142685296
8027,4.196694481020119
8028,3.879901408101208
8029,4.235550568076844
8030,4.15440709891033
8031,3.7124745371847223
8032,3.87332777202474
8033,4.250651410188922
8034,3.5650645653171873
8035,3.821739986368012
8036,4.482622063993437
8037,4.155930695451288
8038,4.057138694423635
8039,3.6641266432324096
8040,4.2360735239914415
8041,4.286287237692942
8042,3.6734037127360426
8043,3.585571416247671
8044,3.8701183401637698
8045,4.2865936626662196
8046,4.027923765567978
8047,4.33459420232828
8048,4.048382905962552
8049,3.948309253520356
8050,4.269027324951743
8051,3.2753730009957063
8052,4.140275513697562
8053,2.9969926948391685
8054,3.6364915391038655
8055,4.439416044093938
8056,2.8349799665743944
8057,3.8425689235431815
8058,3.359574517273688
8059,3.2514823412097593
8060,4.1646807084470225
8061,2.854536502076179
8062,3.421629139810868
8063,3.6033154393699984
8064,4.154010205021653
8065,3.9932725289821733
8066,4.249452470684927
8067,3.998938974517427
8068,4.063377516526524
8069,3.6261377757911406
8070,4.156208702356178
8071,3.909960419429617
8072,4.298900201467904
8073,3.68482074919251
8074,3.7507829869148006
8075,3.156760665257546
8076,3.8488521844360193
8077,3.6266204975349723
8078,3.955431308258805
8079,4.390160593026005
8080,3.606879439917626
8081,4.080264924848308
8082,3.7783954760997553
8083,4.25833723596391
8084,4.194195443795575
8085,4.40298560987096
8086,3.9809989100624015
8087,3.804762315626261
8088,4.023467908130183
8089,3.558075960858181
8090,3.8106085469571727
8091,4.153589637805341
8092,3.977176069849961
8093,4.303807933843813
8094,3.985569755230087
8095,4.458956018040443
8096,3.351144375331838
8097,4.258821713163724
8098,3.7637577785326846
8099,3.671615121165096
8100,3.981112964535943
8101,4.165411841620663
8102,4.117524622359407
8103,3.4703343681757097
8104,4.389124299890298
8105,4.046421109994612
8106,4.103723554835847
8107,4.2140154511417025
8108,4.100453189097188
8109,3.8541081626189504
8110,3.6272046556515045
8111,4.218540123487484
8112,3.649501729138872
8113,3.6738182937456534
8114,4.386545950909434
8115,4.018853814975595
8116,3.9837064708715406
8117,3.7011497121696735
8118,3.5976045484222787
8119,3.8810820514881614
8120,4.373725676446645
8121,2.956550980769278
8122,4.285639244028688
8123,3.8318937643586426
8124,3.585081058003575
8125,4.099601057484176
8126,4.430819656736029
8127,1.7588001362599093
8128,3.9717154108622665
8129,3.8640513071258864
8130,3.977128803611686
8131,3.942506095630774
8132,4.2285149920802025
8133,4.189644829856576
8134,3.8097585959390585
8135,4.006639715985149
8136,4.175244954476272
8137,4.223610877312376
8138,3.5927315253587753
8139,3.649336966435746
8140,3.212022236993685
8141,4.008754828972298
8142,3.848231197148219
8143,4.114636555884384
8144,3.771641352471941
8145,4.185275112197262
8146,1.9181041838165425
8147,4.040044007903371
8148,2.958103003064497
8149,3.4371736082439637
8150,3.9625039137522347
8151,2.634955341289727
8152,4.154567020932746
8153,3.6449082668577115
8154,3.8435043197731362
8155,3.7804926798487597
8156,3.9318269679294198
8157,3.4077195903282487
8158,3.581799779229958
8159,4.084420134283113
8160,4.110180097943687
8161,3.6962081310223747
8162,4.0632271764403205
8163,3.575544726102088
8164,3.872699161139317
8165,4.044765145538737
8166,4.248273750675122
8167,3.5003389669110034
8168,3.066952135181221
8169,3.2182790856278993
8170,4.051862206618882
8171,3.910608292422663
8172,3.9669100166644
8173,3.525494036138924
8174,3.8796950954038296
8175,3.7438013889144206
8176,4.197817034492055
8177,2.968138592036278
8178,4.189290738914446
8179,4.127662693216098
8180,3.588973838650535
8181,3.750201192429895
8182,3.8256395911459196
8183,3.772086283328682
8184,3.597928345237446
8185,3.8020712849010256
8186,3.8531078905925678
8187,4.144803060321426
8188,3.8405292760980103
8189,4.134914339541649
8190,4.313030939459346
8191,3.811987644038803
8192,3.8147172168803465
8193,3.784427677481805
8194,3.7557600051169224
8195,4.337828404026548
8196,3.1415308825965758
8197,4.14286029385572
8198,4.116823318304194
8199,4.119821348476284
8200,4.787295241108066
8201,3.5720629623530757
8202,4.210132862855843
8203,3.7251067348011455
8204,3.8866355652507747
8205,4.216275448452348
8206,4.167457719657425
8207,3.7437097240228843
8208,3.876124300277798
8209,3.80739896475379
8210,3.6228279527832123
8211,3.8365299511867743
8212,4.247961148102873
8213,4.30601438364207
8214,3.9459002673643253
8215,3.6813662612361435
8216,3.777753162708473
8217,3.4737792131426555
8218,3.7014601388357997
8219,3.910918470093564
8220,4.203054748156309
8221,4.490832737575213
8222,3.894896336264338
8223,3.383264266724517
8224,3.846180015307765
8225,4.269112744503798
8226,4.135274835566569
8227,4.34060067620395
8228,3.4701357203331975
8229,4.239379624181239
8230,2.565207378000523
8231,3.9178563477229114
8232,3.9127148987843254
8233,3.8966132943204568
8234,3.6304006462762075
8235,3.9557593271621325
8236,2.803964941190926
8237,3.759957247063058
8238,4.077470199933578
8239,3.793582933832882
8240,2.8738920002375297
8241,3.1873168368073355
8242,3.7330506075216414
8243,4.492180692754652
8244,4.017895605885481
8245,3.529475227818727
8246,4.087013457341992
8247,4.140029273099662
8248,3.9391517960457376
8249,4.404513799633281
8250,4.138943838149785
8251,4.235067804383283
8252,4.359763208119061
8253,3.8514012048133677
8254,3.8956737023681276
8255,3.758385525953047
8256,3.3945282351565895
8257,3.9967235789615647
8258,3.043493597302774
8259,4.3723574909240925
8260,4.065103903846432
8261,4.2004709510515115
8262,3.511610060525603
8263,4.038596750112216
8264,4.0440583002400965
8265,4.156074339481081
8266,3.160791193270502
8267,3.3222818740964826
8268,4.129713384247463
8269,3.244661244502722
8270,3.642284345342288
8271,3.038228887574613
8272,4.038338467418777
8273,3.311062580606843
8274,3.802938010063643
8275,4.198638287894773
8276,4.174233691988283
8277,3.914410472510293
8278,3.831738534251028
8279,3.971381590264901
8280,4.25817725790622
8281,4.143359688429994
8282,4.084155380603367
8283,4.205553988512604
8284,4.16247749834203
8285,3.908381618323037
8286,1.6962440094948275
8287,4.3982231116895125
8288,3.861820035133529
8289,4.068238105824712
8290,4.209191923638247
8291,4.081892587333767
8292,4.003188117397594
8293,3.894313114584656
8294,4.392754644813937
8295,3.762660473411949
8296,4.081384443069209
8297,3.7047185665511786
8298,4.3286806506292335
8299,2.850830915171467
8300,3.5189498402122408
8301,4.036173866037197
8302,4.403417508665693
8303,4.02249368912986
8304,4.116218974784884
8305,4.16196303310764
8306,4.523215286973701
8307,4.024153533879368
8308,4.191918115222258
8309,3.7717891001643196
8310,3.7842125212468662
8311,4.201485448051999
8312,4.58536452845257
8313,4.18808449142708
8314,3.2616622305835747
8315,3.968194648708103
8316,3.8504205292857208
8317,3.869325380682988
8318,4.122247584913381
8319,3.4260669946630586
8320,4.026017706629962
8321,4.369608622233484
8322,4.220111465089382
8323,4.134594929843654
8324,3.7188078873723067
8325,4.055467851074747
8326,4.288250393209909
8327,3.6145998241898933
8328,4.201330023781146
8329,3.2688959742582853
8330,4.260899100770971
8331,4.27282204226072
8332,3.857402533381087
8333,3.517280006920238
8334,4.21437477388902
8335,3.7385516210352874
8336,4.019024552190958
8337,3.468653360106452
8338,4.2111704527361615
8339,3.702848864552385
8340,3.4631358032007293
8341,4.103202845205754
8342,4.1156747393805
8343,3.0307496989580542
8344,4.173312613566779
8345,3.873912573756673
8346,3.5250001269526816
8347,3.516483538788914
8348,4.003033691225734
8349,3.9813964856402553
8350,3.3807336137821986
8351,4.079461044192628
8352,3.6013089030897394
8353,3.506142493396297
8354,4.15668360841864
8355,3.54428114513942
8356,4.429606408755218
8357,3.8696795090448237
8358,3.8667062182979413
8359,3.730522325857166
8360,3.9141047064157326
8361,3.7155214234724365
8362,4.093446343700564
8363,3.651887715448911
8364,3.235836112759606
8365,3.862909637414093
8366,3.779280250046803
8367,4.102533783091969
8368,3.941407411589407
8369,3.5193284318309375
8370,3.0551016182457413
8371,4.151011191613991
8372,3.737732646935141
8373,2.0135690818675314
8374,3.244091179454596
8375,4.224169131832068
8376,4.412962220982245
8377,4.120972685231671
8378,3.783375088711703
8379,4.190305531897059
8380,3.5429154004535786
8381,4.262433466861026
8382,3.793807148563162
8383,4.211550783941687
8384,3.456836040501442
8385,3.986317319459221
8386,4.294798295865552
8387,4.074207272758971
8388,3.824297887285736
8389,3.5114422432770462
8390,4.186504396706409
8391,3.2704949761312374
8392,2.8323443057254143
8393,3.98323744730517
8394,4.163173152194588
8395,4.38811330869244
8396,3.792256215360049
8397,4.017116322061122
8398,3.5535886128341816
8399,4.255477560353154
8400,4.183058996330148
8401,4.580978396062649
8402,3.89884685996738
8403,4.295960905235839
8404,3.9908147184391445
8405,4.310635362817052
8406,4.213543211134793
8407,3.678136685034385
8408,4.739299584086299
8409,4.001129483045863
8410,3.94212747151005
8411,4.072358382955944
8412,3.653457828014405
8413,3.9949469490871037
8414,4.241425417503111
8415,3.5134002571684047
8416,4.045414621947851
8417,3.9992564062752054
8418,4.458192367942903
8419,3.694658658286321
8420,3.8595510776434154
8421,4.1494302026876495
8422,3.577764164810759
8423,4.220875276447174
8424,2.844150494990668
8425,4.111536607722149
8426,4.121142395602212
8427,3.879700547615471
8428,4.209147388830367
8429,4.08957405834433
8430,4.236886988000845
8431,4.004670203714062
8432,4.125669748373381
8433,4.030705634541661
8434,4.109972711697738
8435,3.6228787077902505
8436,3.417667067949064
8437,3.918722909882435
8438,4.111194877573984
8439,3.369811871786153
8440,2.998818706497591
8441,4.207185806646907
8442,4.0382954929847905
8443,3.999433329447702
8444,3.9808155009551163
8445,3.3937272241029928
8446,3.8408571764523494
8447,3.7119713537925003
8448,3.2735640909661194
8449,3.7913346018253007
8450,3.6064016115457687
8451,2.5328861577551964
8452,3.284870900887846
8453,4.17808473704712
8454,3.9337614886632295
8455,3.5065963612988145
8456,3.734748139122163
8457,3.7851978411253184
8458,3.9438647796663266
8459,4.3676759286672935
